model_name,hmax_scenario,service_cap_scenario,device_id,commission_date,prediction_start_date,age_at_prediction_start_years,current_real_rolling365,first_date_rolling365_below_37,functional_failure_date,recovery_failure_date,maintenance_burden_failure_date,service_cap_date,final_lifetime_end_date,final_remaining_life_years,final_failure_type,lifetime_end_date,is_censored_30y,remaining_life_years,predicted_total_life_years,status,M_at_lifetime_test
fixed_gain_baseline,neutral,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
fixed_gain_baseline,neutral,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
fixed_gain_baseline,neutral,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
fixed_gain_baseline,neutral,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
fixed_gain_baseline,neutral,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,2031-04-04,2031-04-04,,,2037-03-31,2031-04-04,4.97741273100616,functional_failure,2031-04-04,False,4.97741273100616,9.007529089664612,lifetime_end,36.987511558702145
fixed_gain_baseline,neutral,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,2028-09-10,2028-09-10,,,2037-03-31,2028-09-10,2.414784394250513,functional_failure,2028-09-10,False,2.414784394250513,6.444900752908966,lifetime_end,36.99434573148578
fixed_gain_baseline,neutral,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
fixed_gain_baseline,neutral,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
fixed_gain_baseline,neutral,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,2027-09-05,2027-09-05,,,2037-03-31,2027-09-05,1.3990417522245038,functional_failure,2027-09-05,False,1.3990417522245038,5.429158110882956,lifetime_end,36.9635129642664
fixed_gain_baseline,neutral,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,2031-04-04,2031-04-04,,,2037-03-31,2031-04-04,4.97741273100616,functional_failure,2031-04-04,False,4.97741273100616,9.007529089664612,lifetime_end,36.987511558702145
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,2029-10-26,2029-10-26,,,2037-03-31,2029-10-26,3.540041067761807,functional_failure,2029-10-26,False,3.540041067761807,7.570157426420259,lifetime_end,36.98976045172435
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,2027-12-04,2027-12-04,,,2037-03-31,2027-12-04,1.6454483230663928,functional_failure,2027-12-04,False,1.6454483230663928,5.675564681724845,lifetime_end,36.95927503565531
fixed_gain_baseline_hmax_optimistic,optimistic,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,2031-04-04,2031-04-04,,,2037-03-31,2031-04-04,4.97741273100616,functional_failure,2031-04-04,False,4.97741273100616,9.007529089664612,lifetime_end,36.987511558702145
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,2028-03-02,2028-03-02,,,2037-03-31,2028-03-02,1.88911704312115,functional_failure,2028-03-02,False,1.88911704312115,5.919233401779603,lifetime_end,36.94472700414256
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,2027-07-15,2027-07-15,,,2037-03-31,2027-07-15,1.2566735112936345,functional_failure,2027-07-15,False,1.2566735112936345,5.286789869952087,lifetime_end,36.97933823128585
fixed_gain_baseline_hmax_pessimistic,pessimistic,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,,,,2027-03-23,2037-03-31,2027-03-23,0.944558521560575,excessive_maintenance_burden,2027-03-23,False,0.944558521560575,4.974674880219028,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,,,,2027-04-24,2037-03-31,2027-04-24,1.0321697467488022,excessive_maintenance_burden,2027-04-24,False,1.0321697467488022,5.062286105407255,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,,,,2027-03-07,2037-03-31,2027-03-07,0.9007529089664613,excessive_maintenance_burden,2027-03-07,False,0.9007529089664613,4.930869267624914,lifetime_end,
fixed_gain_baseline_major_sensitivity,neutral,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
recovery_ratio_main,neutral,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
recovery_ratio_main,neutral,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
recovery_ratio_main,neutral,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
recovery_ratio_main,neutral,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
recovery_ratio_main,neutral,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,2030-12-18,2030-12-18,,,2037-03-31,2030-12-18,4.684462696783025,functional_failure,2030-12-18,False,4.684462696783025,8.714579055441478,lifetime_end,36.99188947495379
recovery_ratio_main,neutral,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,2028-04-18,2028-04-18,,,2037-03-31,2028-04-18,2.0177960301163584,functional_failure,2028-04-18,False,2.0177960301163584,6.047912388774812,lifetime_end,36.97976973040602
recovery_ratio_main,neutral,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
recovery_ratio_main,neutral,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
recovery_ratio_main,neutral,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,2027-12-05,2027-12-05,,,2037-03-31,2027-12-05,1.648186173853525,functional_failure,2027-12-05,False,1.648186173853525,5.678302532511978,lifetime_end,36.98873667606659
recovery_ratio_main,neutral,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,2030-12-18,2030-12-18,,,2037-03-31,2030-12-18,4.684462696783025,functional_failure,2030-12-18,False,4.684462696783025,8.714579055441478,lifetime_end,36.99188947495379
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,2029-04-25,2029-04-25,,,2037-03-31,2029-04-25,3.0362765229295,functional_failure,2029-04-25,False,3.0362765229295,7.066392881587953,lifetime_end,36.949090848079706
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,2028-07-03,2028-07-03,,,2037-03-31,2028-07-03,2.2258726899383983,functional_failure,2028-07-03,False,2.2258726899383983,6.255989048596851,lifetime_end,36.977077534215624
recovery_ratio_main_hmax_optimistic,optimistic,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,2030-12-18,2030-12-18,,,2037-03-31,2030-12-18,4.684462696783025,functional_failure,2030-12-18,False,4.684462696783025,8.714579055441478,lifetime_end,36.99188947495379
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,2027-11-17,2027-11-17,,,2037-03-31,2027-11-17,1.5989048596851472,functional_failure,2027-11-17,False,1.5989048596851472,5.6290212183436,lifetime_end,36.962575931559996
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,2027-08-11,2027-08-11,,,2037-03-31,2027-08-11,1.3305954825462012,functional_failure,2027-08-11,False,1.3305954825462012,5.360711841204654,lifetime_end,36.93899694241175
recovery_ratio_main_hmax_pessimistic,pessimistic,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a1,2022-04-01,2026-04-12,4.030116358658453,90.58501076772423,,,,2026-09-10,2037-03-31,2026-09-10,0.4134154688569473,excessive_maintenance_burden,2026-09-10,False,0.4134154688569473,4.4435318275154,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a10,2022-04-01,2026-04-12,4.030116358658453,71.71774881933914,,,,2026-08-22,2037-03-31,2026-08-22,0.3613963039014374,excessive_maintenance_burden,2026-08-22,False,0.3613963039014374,4.39151266255989,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a2,2022-04-01,2026-04-12,4.030116358658453,67.1571480547334,,,,2026-06-08,2037-03-31,2026-06-08,0.15605749486652978,excessive_maintenance_burden,2026-06-08,False,0.15605749486652978,4.186173853524982,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a3,2022-04-01,2026-04-12,4.030116358658453,88.6515429681911,,,,2026-06-07,2037-03-31,2026-06-07,0.15331964407939766,excessive_maintenance_burden,2026-06-07,False,0.15331964407939766,4.18343600273785,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a4,2022-04-01,2026-04-12,4.030116358658453,101.40817970728784,,,,2027-03-23,2037-03-31,2027-03-23,0.944558521560575,excessive_maintenance_burden,2027-03-23,False,0.944558521560575,4.974674880219028,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a5,2022-04-01,2026-04-12,4.030116358658453,76.52158104564066,,,,2027-04-24,2037-03-31,2027-04-24,1.0321697467488022,excessive_maintenance_burden,2027-04-24,False,1.0321697467488022,5.062286105407255,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a6,2022-04-01,2026-04-12,4.030116358658453,88.29265687847739,,,,2026-06-23,2037-03-31,2026-06-23,0.1971252566735113,excessive_maintenance_burden,2026-06-23,False,0.1971252566735113,4.227241615331964,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a7,2022-04-01,2026-04-12,4.030116358658453,82.42586390955375,,,,2026-09-16,2037-03-31,2026-09-16,0.42984257357973993,excessive_maintenance_burden,2026-09-16,False,0.42984257357973993,4.459958932238193,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a8,2022-04-01,2026-04-12,4.030116358658453,81.16723289715755,,,,2027-03-07,2037-03-31,2027-03-07,0.9007529089664613,excessive_maintenance_burden,2027-03-07,False,0.9007529089664613,4.930869267624914,lifetime_end,
recovery_ratio_main_major_sensitivity,neutral,neutral,a9,2022-04-01,2026-04-12,4.030116358658453,77.46763149516717,,,,2027-02-06,2037-03-31,2027-02-06,0.8213552361396304,excessive_maintenance_burden,2027-02-06,False,0.8213552361396304,4.851471594798083,lifetime_end,
